コード,銘柄名,33業種コード,33業種区分,規模コード,規模区分
7606,ユナイテッドアローズ,6100,小売業,6,TOPIX Small 1
7607,進和,6050,卸売業,7,TOPIX Small 2
7608,エスケイジャパン,6050,卸売業,7,TOPIX Small 2
7609,ダイトロン,6050,卸売業,7,TOPIX Small 2
7611,ハイデイ日高,6100,小売業,6,TOPIX Small 1
7613,シークス,6050,卸売業,6,TOPIX Small 1
7615,ＹＵ－ＷＡ　Ｃｒｅａｔｉｏｎ　Ｈｏｌｄｉｎｇｓ,6100,小売業,7,TOPIX Small 2
7616,コロワイド,6100,小売業,4,TOPIX Mid400
7618,ピーシーデポコーポレーション,6100,小売業,7,TOPIX Small 2
7619,田中商事,6050,卸売業,7,TOPIX Small 2
7628,オーハシテクニカ,6050,卸売業,7,TOPIX Small 2
7630,壱番屋,6100,小売業,6,TOPIX Small 1
7637,白銅,6050,卸売業,7,TOPIX Small 2
7640,トップカルチャー,6100,小売業,7,TOPIX Small 2
7646,ＰＬＡＮＴ,6100,小売業,7,TOPIX Small 2
7649,スギホールディングス,6100,小売業,4,TOPIX Mid400
7673,ダイコー通産,6050,卸売業,7,TOPIX Small 2
7679,薬王堂ホールディングス,6100,小売業,7,TOPIX Small 2
7701,島津製作所,3750,精密機器,4,TOPIX Mid400
7702,ＪＭＳ,3750,精密機器,7,TOPIX Small 2
7709,クボテック,3750,精密機器,7,TOPIX Small 2
7715,長野計器,3750,精密機器,7,TOPIX Small 2
7717,ブイ・テクノロジー,3750,精密機器,6,TOPIX Small 1
7718,スター精密,3600,機械,6,TOPIX Small 1
7721,東京計器,3750,精密機器,7,TOPIX Small 2
7723,愛知時計電機,3750,精密機器,7,TOPIX Small 2
7725,インターアクション,3750,精密機器,6,TOPIX Small 1
7727,オーバル,3750,精密機器,7,TOPIX Small 2
7729,東京精密,3750,精密機器,6,TOPIX Small 1
7730,マニー,3750,精密機器,4,TOPIX Mid400
7731,ニコン,3750,精密機器,4,TOPIX Mid400
7732,トプコン,3750,精密機器,4,TOPIX Mid400
7733,オリンパス,3750,精密機器,2,TOPIX Large70
7734,理研計器,3750,精密機器,7,TOPIX Small 2
7735,ＳＣＲＥＥＮホールディングス,3650,電気機器,4,TOPIX Mid400
7739,キヤノン電子,3650,電気機器,7,TOPIX Small 2
7740,タムロン,3750,精密機器,6,TOPIX Small 1
7741,ＨＯＹＡ,3750,精密機器,1,TOPIX Core30
7743,シード,3750,精密機器,7,TOPIX Small 2
7744,ノーリツ鋼機,3750,精密機器,6,TOPIX Small 1
7745,エー・アンド・デイ,3750,精密機器,7,TOPIX Small 2
7747,朝日インテック,3750,精密機器,4,TOPIX Mid400
7751,キヤノン,3650,電気機器,2,TOPIX Large70
7752,リコー,3650,電気機器,4,TOPIX Mid400
7762,シチズン時計,3750,精密機器,6,TOPIX Small 1
7769,リズム,3750,精密機器,7,TOPIX Small 2
7775,大研医器,3750,精密機器,7,TOPIX Small 2
7780,メニコン,3750,精密機器,4,TOPIX Mid400
7782,シンシア,3750,精密機器,7,TOPIX Small 2
7811,中本パックス,3800,その他製品,7,TOPIX Small 2
7816,スノーピーク,3800,その他製品,6,TOPIX Small 1
7817,パラマウントベッドホールディングス,3800,その他製品,6,TOPIX Small 1
7818,トランザクション,3800,その他製品,7,TOPIX Small 2
7819,粧美堂,3800,その他製品,7,TOPIX Small 2
7820,ニホンフラッシュ,3800,その他製品,7,TOPIX Small 2
7821,前田工繊,3800,その他製品,6,TOPIX Small 1
7822,永大産業,3800,その他製品,7,TOPIX Small 2
7823,アートネイチャー,3800,その他製品,7,TOPIX Small 2
7832,バンダイナムコホールディングス,3800,その他製品,2,TOPIX Large70
7833,アイフィスジャパン,3800,その他製品,7,TOPIX Small 2
7838,共立印刷,3800,その他製品,7,TOPIX Small 2
7839,ＳＨＯＥＩ,3800,その他製品,6,TOPIX Small 1
7840,フランスベッドホールディングス,3800,その他製品,7,TOPIX Small 2
7844,マーベラス,5250,情報・通信業,7,TOPIX Small 2
7846,パイロットコーポレーション,3800,その他製品,4,TOPIX Mid400
7856,萩原工業,3800,その他製品,7,TOPIX Small 2
7860,エイベックス,5250,情報・通信業,6,TOPIX Small 1
7862,トッパン・フォームズ,3800,その他製品,-,-
7864,フジシールインターナショナル,3800,その他製品,6,TOPIX Small 1
7867,タカラトミー,3800,その他製品,6,TOPIX Small 1
7868,広済堂ホールディングス,3800,その他製品,7,TOPIX Small 2
7872,エステールホールディングス,3800,その他製品,7,TOPIX Small 2
7874,レック,3200,化学,6,TOPIX Small 1
7885,タカノ,3800,その他製品,7,TOPIX Small 2
7888,三光合成,3200,化学,7,TOPIX Small 2
7893,プロネクサス,3800,その他製品,7,TOPIX Small 2
7897,ホクシン,3800,その他製品,7,TOPIX Small 2
7898,ウッドワン,3800,その他製品,7,TOPIX Small 2
7905,大建工業,3800,その他製品,7,TOPIX Small 2
7908,きもと,3200,化学,7,TOPIX Small 2
7911,凸版印刷,3800,その他製品,4,TOPIX Mid400
7912,大日本印刷,3800,その他製品,4,TOPIX Mid400
7914,共同印刷,3800,その他製品,7,TOPIX Small 2
7915,ＮＩＳＳＨＡ,3800,その他製品,6,TOPIX Small 1
7916,光村印刷,3800,その他製品,7,TOPIX Small 2
7917,藤森工業,3200,化学,7,TOPIX Small 2
7918,ヴィア・ホールディングス,6100,小売業,7,TOPIX Small 2
7921,ＴＡＫＡＲＡ　＆　ＣＯＭＰＡＮＹ,3800,その他製品,7,TOPIX Small 2
7925,前澤化成工業,3200,化学,7,TOPIX Small 2
7931,未来工業,3200,化学,7,TOPIX Small 2
7936,アシックス,3800,その他製品,4,TOPIX Mid400
7937,ツツミ,3800,その他製品,7,TOPIX Small 2
7940,ウェーブロックホールディングス,3200,化学,7,TOPIX Small 2
7942,ＪＳＰ,3200,化学,7,TOPIX Small 2
7943,ニチハ,3400,ガラス・土石製品,6,TOPIX Small 1
7944,ローランド,3800,その他製品,6,TOPIX Small 1
7947,エフピコ,3200,化学,4,TOPIX Mid400
7949,小松ウオール工業,3800,その他製品,7,TOPIX Small 2
7951,ヤマハ,3800,その他製品,4,TOPIX Mid400
7952,河合楽器製作所,3800,その他製品,7,TOPIX Small 2
7955,クリナップ,3800,その他製品,7,TOPIX Small 2
7956,ピジョン,3800,その他製品,4,TOPIX Mid400
7958,天馬,3200,化学,7,TOPIX Small 2
7961,兼松サステック,3800,その他製品,7,TOPIX Small 2
7962,キングジム,3800,その他製品,7,TOPIX Small 2
7965,象印マホービン,3650,電気機器,6,TOPIX Small 1
7966,リンテック,3800,その他製品,4,TOPIX Mid400
7970,信越ポリマー,3200,化学,6,TOPIX Small 1
7971,東リ,3200,化学,7,TOPIX Small 2
7972,イトーキ,3800,その他製品,7,TOPIX Small 2
7974,任天堂,3800,その他製品,1,TOPIX Core30
7976,三菱鉛筆,3800,その他製品,7,TOPIX Small 2
7979,松風,3750,精密機器,7,TOPIX Small 2
7981,タカラスタンダード,3800,その他製品,7,TOPIX Small 2
7984,コクヨ,3800,その他製品,4,TOPIX Mid400
7987,ナカバヤシ,3800,その他製品,7,TOPIX Small 2
7988,ニフコ,3200,化学,4,TOPIX Mid400
7989,立川ブラインド工業,3550,金属製品,7,TOPIX Small 2
7990,グローブライド,3800,その他製品,6,TOPIX Small 1
7994,オカムラ,3800,その他製品,6,TOPIX Small 1
7995,バルカー,3200,化学,6,TOPIX Small 1
7999,ＭＵＴＯＨホールディングス,3650,電気機器,7,TOPIX Small 2
8001,伊藤忠商事,6050,卸売業,1,TOPIX Core30
8002,丸紅,6050,卸売業,2,TOPIX Large70
8005,スクロール,6100,小売業,6,TOPIX Small 1
8007,高島,6050,卸売業,7,TOPIX Small 2
8008,ヨンドシーホールディングス,6100,小売業,6,TOPIX Small 1
8011,三陽商会,3100,繊維製品,7,TOPIX Small 2
8012,長瀬産業,6050,卸売業,4,TOPIX Mid400
8013,ナイガイ,3100,繊維製品,7,TOPIX Small 2
8014,蝶理,6050,卸売業,7,TOPIX Small 2
8015,豊田通商,6050,卸売業,4,TOPIX Mid400
8016,オンワードホールディングス,3100,繊維製品,6,TOPIX Small 1
8018,三共生興,6050,卸売業,7,TOPIX Small 2
8020,兼松,6050,卸売業,6,TOPIX Small 1
8022,美津濃,3800,その他製品,6,TOPIX Small 1
8025,ツカモトコーポレーション,6050,卸売業,7,TOPIX Small 2
8029,ルックホールディングス,3100,繊維製品,7,TOPIX Small 2
8031,三井物産,6050,卸売業,1,TOPIX Core30
8032,日本紙パルプ商事,6050,卸売業,7,TOPIX Small 2
8035,東京エレクトロン,3650,電気機器,1,TOPIX Core30
8037,カメイ,6050,卸売業,7,TOPIX Small 2
8038,東都水産,6050,卸売業,7,TOPIX Small 2
8041,ＯＵＧホールディングス,6050,卸売業,7,TOPIX Small 2
8043,スターゼン,6050,卸売業,7,TOPIX Small 2
8050,セイコーホールディングス,3750,精密機器,6,TOPIX Small 1
8051,山善,6050,卸売業,6,TOPIX Small 1
8052,椿本興業,6050,卸売業,7,TOPIX Small 2
8053,住友商事,6050,卸売業,2,TOPIX Large70
8056,日本ユニシス,5250,情報・通信業,4,TOPIX Mid400
8057,内田洋行,6050,卸売業,6,TOPIX Small 1
8058,三菱商事,6050,卸売業,1,TOPIX Core30
8059,第一実業,6050,卸売業,7,TOPIX Small 2
8060,キヤノンマーケティングジャパン,6050,卸売業,4,TOPIX Mid400
8061,西華産業,6050,卸売業,7,TOPIX Small 2
8065,佐藤商事,6050,卸売業,7,TOPIX Small 2
8068,菱洋エレクトロ,6050,卸売業,6,TOPIX Small 1
8070,東京産業,6050,卸売業,7,TOPIX Small 2
8074,ユアサ商事,6050,卸売業,7,TOPIX Small 2
8075,神鋼商事,6050,卸売業,7,TOPIX Small 2
8077,トルク,6050,卸売業,7,TOPIX Small 2
8078,阪和興業,6050,卸売業,6,TOPIX Small 1
8079,正栄食品工業,6050,卸売業,6,TOPIX Small 1
8081,カナデン,6050,卸売業,7,TOPIX Small 2
8084,菱電商事,6050,卸売業,7,TOPIX Small 2
8086,ニプロ,3750,精密機器,4,TOPIX Mid400
8088,岩谷産業,6050,卸売業,4,TOPIX Mid400
8089,ナイス,6050,卸売業,7,TOPIX Small 2
8091,ニチモウ,6050,卸売業,7,TOPIX Small 2
8093,極東貿易,6050,卸売業,7,TOPIX Small 2
8095,アステナホールディングス,6050,卸売業,7,TOPIX Small 2
8096,兼松エレクトロニクス,5250,情報・通信業,7,TOPIX Small 2
8097,三愛石油,6050,卸売業,7,TOPIX Small 2
8098,稲畑産業,6050,卸売業,6,TOPIX Small 1
8101,ＧＳＩクレオス,6050,卸売業,7,TOPIX Small 2
8103,明和産業,6050,卸売業,7,TOPIX Small 2
8104,クワザワホールディングス,6050,卸売業,7,TOPIX Small 2
8107,キムラタン,3100,繊維製品,7,TOPIX Small 2
8111,ゴールドウイン,3100,繊維製品,4,TOPIX Mid400
8113,ユニ・チャーム,3200,化学,2,TOPIX Large70
8114,デサント,3100,繊維製品,6,TOPIX Small 1
8118,キング,3100,繊維製品,7,TOPIX Small 2
8125,ワキタ,6050,卸売業,7,TOPIX Small 2
8127,ヤマトインターナショナル,3100,繊維製品,7,TOPIX Small 2
8129,東邦ホールディングス,6050,卸売業,4,TOPIX Mid400
8130,サンゲツ,6050,卸売業,6,TOPIX Small 1
8131,ミツウロコグループホールディングス,6050,卸売業,7,TOPIX Small 2
8132,シナネンホールディングス,6050,卸売業,7,TOPIX Small 2
8133,伊藤忠エネクス,6050,卸売業,6,TOPIX Small 1
8136,サンリオ,6050,卸売業,4,TOPIX Mid400
8137,サンワテクノス,6050,卸売業,7,TOPIX Small 2
8140,リョーサン,6050,卸売業,6,TOPIX Small 1
8141,新光商事,6050,卸売業,7,TOPIX Small 2
8142,トーホー,6050,卸売業,7,TOPIX Small 2
8150,三信電気,6050,卸売業,7,TOPIX Small 2
8151,東陽テクニカ,6050,卸売業,7,TOPIX Small 2
8153,モスフードサービス,6050,卸売業,6,TOPIX Small 1
8154,加賀電子,6050,卸売業,6,TOPIX Small 1
8155,三益半導体工業,3550,金属製品,6,TOPIX Small 1
8157,都築電気,5250,情報・通信業,7,TOPIX Small 2
8158,ソーダニッカ,6050,卸売業,7,TOPIX Small 2
8159,立花エレテック,6050,卸売業,7,TOPIX Small 2
8160,木曽路,6100,小売業,6,TOPIX Small 1
8163,ＳＲＳホールディングス,6100,小売業,7,TOPIX Small 2
8165,千趣会,6100,小売業,7,TOPIX Small 2
8166,タカキュー,6100,小売業,7,TOPIX Small 2
8167,リテールパートナーズ,6100,小売業,6,TOPIX Small 1
8168,ケーヨー,6100,小売業,6,TOPIX Small 1
8173,上新電機,6100,小売業,7,TOPIX Small 2
8174,日本瓦斯,6100,小売業,6,TOPIX Small 1
8179,ロイヤルホールディングス,6100,小売業,6,TOPIX Small 1
8181,東天紅,6100,小売業,7,TOPIX Small 2
8182,いなげや,6100,小売業,7,TOPIX Small 2
8185,チヨダ,6100,小売業,7,TOPIX Small 2
8194,ライフコーポレーション,6100,小売業,6,TOPIX Small 1
8200,リンガーハット,6100,小売業,6,TOPIX Small 1
8203,ＭｒＭａｘＨＤ,6100,小売業,7,TOPIX Small 2
8207,テンアライド,6100,小売業,7,TOPIX Small 2
8214,ＡＯＫＩホールディングス,6100,小売業,6,TOPIX Small 1
8217,オークワ,6100,小売業,7,TOPIX Small 2
8218,コメリ,6100,小売業,6,TOPIX Small 1
8219,青山商事,6100,小売業,6,TOPIX Small 1
8227,しまむら,6100,小売業,4,TOPIX Mid400
8230,はせがわ,6100,小売業,7,TOPIX Small 2
8233,高島屋,6100,小売業,4,TOPIX Mid400
8237,松屋,6100,小売業,7,TOPIX Small 2
8242,エイチ・ツー・オー　リテイリング,6100,小売業,6,TOPIX Small 1
8244,近鉄百貨店,6100,小売業,7,TOPIX Small 2
8252,丸井グループ,6100,小売業,4,TOPIX Mid400
8253,クレディセゾン,7200,その他金融業,4,TOPIX Mid400
8255,アクシアル　リテイリング,6100,小売業,7,TOPIX Small 2
8260,井筒屋,6100,小売業,7,TOPIX Small 2
8267,イオン,6100,小売業,2,TOPIX Large70
8273,イズミ,6100,小売業,4,TOPIX Mid400
8275,フォーバル,6050,卸売業,7,TOPIX Small 2
8276,平和堂,6100,小売業,6,TOPIX Small 1
8278,フジ,6100,小売業,7,TOPIX Small 2
8279,ヤオコー,6100,小売業,4,TOPIX Mid400
8281,ゼビオホールディングス,6100,小売業,6,TOPIX Small 1
8282,ケーズホールディングス,6100,小売業,4,TOPIX Mid400
8283,ＰＡＬＴＡＣ,6050,卸売業,4,TOPIX Mid400
8285,三谷産業,6050,卸売業,7,TOPIX Small 2
8289,Ｏｌｙｍｐｉｃグループ,6100,小売業,7,TOPIX Small 2
8291,日産東京販売ホールディングス,6100,小売業,7,TOPIX Small 2
8303,新生銀行,7050,銀行業,4,TOPIX Mid400
8304,あおぞら銀行,7050,銀行業,4,TOPIX Mid400
8306,三菱ＵＦＪフィナンシャル・グループ,7050,銀行業,1,TOPIX Core30
8308,りそなホールディングス,7050,銀行業,2,TOPIX Large70
8309,三井住友トラスト・ホールディングス,7050,銀行業,2,TOPIX Large70
8316,三井住友フィナンシャルグループ,7050,銀行業,1,TOPIX Core30
8331,千葉銀行,7050,銀行業,4,TOPIX Mid400
8334,群馬銀行,7050,銀行業,4,TOPIX Mid400
8336,武蔵野銀行,7050,銀行業,6,TOPIX Small 1
8337,千葉興業銀行,7050,銀行業,7,TOPIX Small 2
8338,筑波銀行,7050,銀行業,7,TOPIX Small 2
8341,七十七銀行,7050,銀行業,6,TOPIX Small 1
8342,青森銀行,7050,銀行業,7,TOPIX Small 2
8343,秋田銀行,7050,銀行業,7,TOPIX Small 2
8344,山形銀行,7050,銀行業,7,TOPIX Small 2
8345,岩手銀行,7050,銀行業,7,TOPIX Small 2
8346,東邦銀行,7050,銀行業,7,TOPIX Small 2
8349,東北銀行,7050,銀行業,7,TOPIX Small 2
8350,みちのく銀行,7050,銀行業,7,TOPIX Small 2
8354,ふくおかフィナンシャルグループ,7050,銀行業,4,TOPIX Mid400
8355,静岡銀行,7050,銀行業,4,TOPIX Mid400
8358,スルガ銀行,7050,銀行業,6,TOPIX Small 1
8359,八十二銀行,7050,銀行業,4,TOPIX Mid400
8360,山梨中央銀行,7050,銀行業,7,TOPIX Small 2
8361,大垣共立銀行,7050,銀行業,6,TOPIX Small 1
8362,福井銀行,7050,銀行業,7,TOPIX Small 2
8364,清水銀行,7050,銀行業,7,TOPIX Small 2
8365,富山銀行,7050,銀行業,7,TOPIX Small 2
8366,滋賀銀行,7050,銀行業,6,TOPIX Small 1
8367,南都銀行,7050,銀行業,6,TOPIX Small 1
8368,百五銀行,7050,銀行業,7,TOPIX Small 2
8369,京都銀行,7050,銀行業,4,TOPIX Mid400
8370,紀陽銀行,7050,銀行業,6,TOPIX Small 1
8377,ほくほくフィナンシャルグループ,7050,銀行業,4,TOPIX Mid400
8381,山陰合同銀行,7050,銀行業,6,TOPIX Small 1
8382,中国銀行,7050,銀行業,4,TOPIX Mid400
8383,鳥取銀行,7050,銀行業,7,TOPIX Small 2
8385,伊予銀行,7050,銀行業,4,TOPIX Mid400
8386,百十四銀行,7050,銀行業,7,TOPIX Small 2
8387,四国銀行,7050,銀行業,7,TOPIX Small 2
8388,阿波銀行,7050,銀行業,6,TOPIX Small 1
8392,大分銀行,7050,銀行業,7,TOPIX Small 2
8393,宮崎銀行,7050,銀行業,7,TOPIX Small 2
8395,佐賀銀行,7050,銀行業,7,TOPIX Small 2
8399,琉球銀行,7050,銀行業,7,TOPIX Small 2
8410,セブン銀行,7050,銀行業,4,TOPIX Mid400
8411,みずほフィナンシャルグループ,7050,銀行業,1,TOPIX Core30
8416,高知銀行,7050,銀行業,7,TOPIX Small 2
8418,山口フィナンシャルグループ,7050,銀行業,4,TOPIX Mid400
8424,芙蓉総合リース,7200,その他金融業,6,TOPIX Small 1
8425,みずほリース,7200,その他金融業,6,TOPIX Small 1
8439,東京センチュリー,7200,その他金融業,4,TOPIX Mid400
8473,ＳＢＩホールディングス,7100,証券、商品先物取引業,4,TOPIX Mid400
8511,日本証券金融,7200,その他金融業,6,TOPIX Small 1
8515,アイフル,7200,その他金融業,6,TOPIX Small 1
8518,日本アジア投資,7100,証券、商品先物取引業,7,TOPIX Small 2
8521,長野銀行,7050,銀行業,7,TOPIX Small 2
8522,名古屋銀行,7050,銀行業,7,TOPIX Small 2
8524,北洋銀行,7050,銀行業,6,TOPIX Small 1
8527,愛知銀行,7050,銀行業,7,TOPIX Small 2
8530,中京銀行,7050,銀行業,7,TOPIX Small 2
8537,大光銀行,7050,銀行業,7,TOPIX Small 2
8541,愛媛銀行,7050,銀行業,7,TOPIX Small 2
8542,トマト銀行,7050,銀行業,7,TOPIX Small 2
8544,京葉銀行,7050,銀行業,7,TOPIX Small 2
8550,栃木銀行,7050,銀行業,7,TOPIX Small 2
8551,北日本銀行,7050,銀行業,7,TOPIX Small 2
8558,東和銀行,7050,銀行業,7,TOPIX Small 2
8562,福島銀行,7050,銀行業,7,TOPIX Small 2
8563,大東銀行,7050,銀行業,7,TOPIX Small 2
8566,リコーリース,7200,その他金融業,6,TOPIX Small 1
8570,イオンフィナンシャルサービス,7200,その他金融業,4,TOPIX Mid400
8572,アコム,7200,その他金融業,4,TOPIX Mid400
8584,ジャックス,7200,その他金融業,6,TOPIX Small 1
8585,オリエントコーポレーション,7200,その他金融業,6,TOPIX Small 1
8591,オリックス,7200,その他金融業,2,TOPIX Large70
8593,三菱ＨＣキャピタル,7200,その他金融業,4,TOPIX Mid400
8595,ジャフコ　グループ,7100,証券、商品先物取引業,4,TOPIX Mid400
8596,九州リースサービス,7200,その他金融業,7,TOPIX Small 2
8600,トモニホールディングス,7050,銀行業,7,TOPIX Small 2
8601,大和証券グループ本社,7100,証券、商品先物取引業,2,TOPIX Large70
8604,野村ホールディングス,7100,証券、商品先物取引業,2,TOPIX Large70
8609,岡三証券グループ,7100,証券、商品先物取引業,6,TOPIX Small 1
8613,丸三証券,7100,証券、商品先物取引業,6,TOPIX Small 1
8614,東洋証券,7100,証券、商品先物取引業,7,TOPIX Small 2
8616,東海東京フィナンシャル・ホールディングス,7100,証券、商品先物取引業,6,TOPIX Small 1
8617,光世証券,7100,証券、商品先物取引業,7,TOPIX Small 2
8622,水戸証券,7100,証券、商品先物取引業,7,TOPIX Small 2
8624,いちよし証券,7100,証券、商品先物取引業,7,TOPIX Small 2
8628,松井証券,7100,証券、商品先物取引業,6,TOPIX Small 1
8630,ＳＯＭＰＯホールディングス,7150,保険業,2,TOPIX Large70
8697,日本取引所グループ,7200,その他金融業,2,TOPIX Large70
8698,マネックスグループ,7100,証券、商品先物取引業,6,TOPIX Small 1
8706,極東証券,7100,証券、商品先物取引業,7,TOPIX Small 2
8707,岩井コスモホールディングス,7100,証券、商品先物取引業,6,TOPIX Small 1
8708,アイザワ証券グループ,7100,証券、商品先物取引業,7,TOPIX Small 2
8713,フィデアホールディングス,7050,銀行業,7,TOPIX Small 2
8714,池田泉州ホールディングス,7050,銀行業,6,TOPIX Small 1
8715,アニコム　ホールディングス,7150,保険業,6,TOPIX Small 1
8725,ＭＳ＆ＡＤインシュアランスグループホールディングス,7150,保険業,2,TOPIX Large70
8732,マネーパートナーズグループ,7100,証券、商品先物取引業,7,TOPIX Small 2
8739,スパークス・グループ,7100,証券、商品先物取引業,6,TOPIX Small 1
8742,小林洋行,7100,証券、商品先物取引業,7,TOPIX Small 2
8750,第一生命ホールディングス,7150,保険業,2,TOPIX Large70
8766,東京海上ホールディングス,7150,保険業,1,TOPIX Core30
8769,アドバンテッジリスクマネジメント,9050,サービス業,7,TOPIX Small 2
8771,イー・ギャランティ,7200,その他金融業,6,TOPIX Small 1
8772,アサックス,7200,その他金融業,7,TOPIX Small 2
8793,ＮＥＣキャピタルソリューション,7200,その他金融業,7,TOPIX Small 2
8795,Ｔ＆Ｄホールディングス,7150,保険業,4,TOPIX Mid400
8798,アドバンスクリエイト,7150,保険業,7,TOPIX Small 2
8801,三井不動産,8050,不動産業,2,TOPIX Large70
8802,三菱地所,8050,不動産業,2,TOPIX Large70
8803,平和不動産,8050,不動産業,6,TOPIX Small 1
8804,東京建物,8050,不動産業,4,TOPIX Mid400
8806,ダイビル,8050,不動産業,6,TOPIX Small 1
8818,京阪神ビルディング,8050,不動産業,6,TOPIX Small 1
8830,住友不動産,8050,不動産業,2,TOPIX Large70
8835,太平洋興発,6050,卸売業,7,TOPIX Small 2
8841,テーオーシー,8050,不動産業,7,TOPIX Small 2
8842,東京楽天地,8050,不動産業,7,TOPIX Small 2
8848,レオパレス２１,8050,不動産業,6,TOPIX Small 1
8850,スターツコーポレーション,8050,不動産業,6,TOPIX Small 1
8860,フジ住宅,8050,不動産業,7,TOPIX Small 2
8864,空港施設,8050,不動産業,7,TOPIX Small 2
8869,明和地所,8050,不動産業,7,TOPIX Small 2
8871,ゴールドクレスト,8050,不動産業,6,TOPIX Small 1
8876,リログループ,9050,サービス業,4,TOPIX Mid400
8877,エスリード,8050,不動産業,7,TOPIX Small 2
8881,日神グループホールディングス,8050,不動産業,7,TOPIX Small 2
8892,日本エスコン,8050,不動産業,6,TOPIX Small 1
8897,タカラレーベン,8050,不動産業,6,TOPIX Small 1
8904,ＡＶＡＮＴＩＡ,8050,不動産業,7,TOPIX Small 2
8905,イオンモール,8050,不動産業,4,TOPIX Mid400
8908,毎日コムネット,8050,不動産業,7,TOPIX Small 2
8917,ファースト住建,8050,不動産業,7,TOPIX Small 2
8918,ランド,8050,不動産業,7,TOPIX Small 2
8919,カチタス,8050,不動産業,6,TOPIX Small 1
8920,東祥,9050,サービス業,7,TOPIX Small 2
8923,トーセイ,8050,不動産業,6,TOPIX Small 1
8928,穴吹興産,8050,不動産業,7,TOPIX Small 2
8934,サンフロンティア不動産,8050,不動産業,6,TOPIX Small 1
8935,ＦＪネクストホールディングス,8050,不動産業,7,TOPIX Small 2
8940,インテリックス,8050,不動産業,7,TOPIX Small 2
8944,ランドビジネス,8050,不動産業,7,TOPIX Small 2
8945,サンネクスタグループ,8050,不動産業,7,TOPIX Small 2
8999,グランディハウス,8050,不動産業,7,TOPIX Small 2
9001,東武鉄道,5050,陸運業,4,TOPIX Mid400
9003,相鉄ホールディングス,5050,陸運業,4,TOPIX Mid400
9005,東急,5050,陸運業,4,TOPIX Mid400
9006,京浜急行電鉄,5050,陸運業,4,TOPIX Mid400
9007,小田急電鉄,5050,陸運業,4,TOPIX Mid400
9008,京王電鉄,5050,陸運業,4,TOPIX Mid400
9009,京成電鉄,5050,陸運業,4,TOPIX Mid400
9010,富士急行,5050,陸運業,6,TOPIX Small 1
9014,新京成電鉄,5050,陸運業,7,TOPIX Small 2
9020,東日本旅客鉄道,5050,陸運業,2,TOPIX Large70
9021,西日本旅客鉄道,5050,陸運業,2,TOPIX Large70
9022,東海旅客鉄道,5050,陸運業,2,TOPIX Large70
9024,西武ホールディングス,5050,陸運業,4,TOPIX Mid400
9025,鴻池運輸,5050,陸運業,7,TOPIX Small 2
9031,西日本鉄道,5050,陸運業,4,TOPIX Mid400
9037,ハマキョウレックス,5050,陸運業,6,TOPIX Small 1
9039,サカイ引越センター,5050,陸運業,6,TOPIX Small 1
9041,近鉄グループホールディングス,5050,陸運業,4,TOPIX Mid400
9042,阪急阪神ホールディングス,5050,陸運業,4,TOPIX Mid400
9044,南海電気鉄道,5050,陸運業,4,TOPIX Mid400
9045,京阪ホールディングス,5050,陸運業,4,TOPIX Mid400
9046,神戸電鉄,5050,陸運業,7,TOPIX Small 2
9048,名古屋鉄道,5050,陸運業,4,TOPIX Mid400
9052,山陽電気鉄道,5050,陸運業,7,TOPIX Small 2
9055,アルプス物流,5050,陸運業,7,TOPIX Small 2
9058,トランコム,5200,倉庫・運輸関連業,7,TOPIX Small 2
9064,ヤマトホールディングス,5050,陸運業,4,TOPIX Mid400
9065,山九,5050,陸運業,4,TOPIX Mid400
9066,日新,5200,倉庫・運輸関連業,7,TOPIX Small 2
9067,丸運,5050,陸運業,7,TOPIX Small 2
9068,丸全昭和運輸,5050,陸運業,7,TOPIX Small 2
9069,センコーグループホールディングス,5050,陸運業,6,TOPIX Small 1
9070,トナミホールディングス,5050,陸運業,7,TOPIX Small 2
9072,ニッコンホールディングス,5050,陸運業,4,TOPIX Mid400
9074,日本石油輸送,5050,陸運業,7,TOPIX Small 2
9075,福山通運,5050,陸運業,6,TOPIX Small 1
9076,セイノーホールディングス,5050,陸運業,4,TOPIX Mid400
9078,エスライン,5050,陸運業,7,TOPIX Small 2
9081,神奈川中央交通,5050,陸運業,7,TOPIX Small 2
9086,日立物流,5050,陸運業,4,TOPIX Mid400
9090,丸和運輸機関,5050,陸運業,6,TOPIX Small 1
9099,Ｃ＆Ｆロジホールディングス,5050,陸運業,7,TOPIX Small 2
9101,日本郵船,5100,海運業,4,TOPIX Mid400
9104,商船三井,5100,海運業,4,TOPIX Mid400
9107,川崎汽船,5100,海運業,4,TOPIX Mid400
9110,ＮＳユナイテッド海運,5100,海運業,6,TOPIX Small 1
9115,明治海運,5100,海運業,7,TOPIX Small 2
9119,飯野海運,5100,海運業,6,TOPIX Small 1
9130,共栄タンカー,5100,海運業,7,TOPIX Small 2
9142,九州旅客鉄道,5050,陸運業,4,TOPIX Mid400
9143,ＳＧホールディングス,5050,陸運業,4,TOPIX Mid400
9147,ＮＩＰＰＯＮ　ＥＸＰＲＥＳＳホールディングス,5050,陸運業,4,TOPIX Mid400
9201,日本航空,5150,空運業,4,TOPIX Mid400
9202,ＡＮＡホールディングス,5150,空運業,2,TOPIX Large70
9232,パスコ,5150,空運業,7,TOPIX Small 2
9247,ＴＲＥホールディングス,9050,サービス業,6,TOPIX Small 1
